popularity,budget,revenue,original_title,cast,director,runtime,release_date,vote_count,vote_average,release_year,budget_adj,revenue_adj
0.829111,20000000,6420319,Little Boy,Jakob Salvati|Emily Watson|Cary-Hiroyuki Tagawa|Michael Rapaport|David Henrie,Alejandro Monteverde,106,4/23/15,113,7.1,2015,18399991.9040035,5906690.88105601
0.814206,37000000,26250020,Aloha,Bradley Cooper|Emma Stone|Rachel McAdams|John Krasinski|Bill Murray,Cameron Crowe,105,5/27/15,469,5.2,2015,34039985.0224065,24150007.7739965
0.795762,28000000,7002261,Our Brand Is Crisis,Sandra Bullock|Anthony Mackie|Billy Bob Thornton|Zoe Kazan|Scoot McNairy,David Gordon Green,108,9/11/15,122,5.7,2015,25759988.6656049,6442077.28548599
0.706023,7000000,573335,Freeheld,Julianne Moore|Ellen Page|Steve Carell|Michael Shannon|Luke Grimes,Peter Sollett,103,10/2/15,86,7.1,2015,6439997.16640124,527467.967914094
0.699932,3000000,695269,Love,Karl Glusman|Aomi Muyock|Klara Kristin|Juan Saavedra|Gaspar NoÃ©,Gaspar NoÃ©,134,7/6/15,307,4.7,2015,2759998.78560053,639647.198555232
0.69957,9600000,2541554,Truth,Robert Redford|Cate Blanchett|Elisabeth Moss|Topher Grace|Dennis Quaid,James Vanderbilt,121,9/12/15,89,6.4,2015,8831996.11392171,2338228.65117939
0.690479,10000000,10835752,Danny Collins,Al Pacino|Annette Bening|Jennifer Garner|Bobby Cannavale|Christopher Plummer,Dan Fogelman,107,3/20/15,114,6.6,2015,9199995.95200178,9968887.45368952
0.689578999999999,15000000,3020664,Rock the Kasbah,Bill Murray|Zooey Deschanel|Bruce Willis|Kate Hudson|Taylor Kinney,Barry Levinson,100,10/22/15,56,5.1,2015,13799993.9280026,2779009.65723575
0.673792,1000000,14444999,"Hello, My Name Is Doris",Sally Field|Max Greenfield|Beth Behrs|Stephen Root|Natasha Lyonne,Michael Showalter,95,11/27/15,87,6.6,2015,919999.595200178,13289393.2326669
0.669351,13000000,1784763,The Vatican Tapes,Olivia Taylor Dudley|Michael PeÃ±a|Djimon Hounsou|Dougray Scott|Peter Andersson,Mark Neveldine,91,7/24/15,164,4.5,2015,11959994.7376023,1641981.23752825
0.661471,8000000,1411927,99 Homes,Andrew Garfield|Laura Dern|Michael Shannon|Tim Guinee|J.D. Evermore,Ramin Bahrani,112,9/25/15,121,6.8,2015,7359996.76160142,1298972.2684522
0.661163,14000000,12314651,Hot Tub Time Machine 2,Rob Corddry|Craig Robinson|Clark Duke|Adam Scott|Chevy Chase,Steve Pink,93,2/20/15,244,5.0,2015,12879994.3328024,11329473.9350314
0.654046,4000000,143101,Manglehorn,Al Pacino|Chris Messina|Holly Hunter|Harmony Korine|Natalie Wilemon,David Gordon Green,97,6/3/15,35,5.0,2015,3679998.38080071,131652.86207274
0.602165,8000000,35991087,A Walk in the Woods,Robert Redford|Nick Nolte|Emma Thompson|Nick Offerman|Kristen Schaal,Ken Kwapis,104,9/2/15,171,5.4,2015,7359996.76160142,33111785.4708143
0.599655,3300000,64110728,The Lazarus Effect,Olivia Wilde|Mark Duplass|Donald Glover|Evan Peters|Sarah Bolger,David Gelb,83,1/29/15,327,4.9,2015,3035998.66416058,58981843.8079887
0.577814,35000000,14431253,Unfinished Business,Vince Vaughn|Dave Franco|James Marsden|June Diane Raphael|Sienna Miller,Ken Scott,90,3/5/15,241,4.9,2015,32199985.8320062,13276746.9182313
0.570743999999999,2000000,45431,Lost River,Christina Hendricks|Saoirse Ronan|Eva Mendes|Matt Smith|Iain De Caestecker,Ryan Gosling,95,4/8/15,129,5.7,2015,1839999.19040035,41796.5016095392
0.532205,100000,42664410,The Gallows,Cassidy Gifford|Ryan Shoos|Pfeifer Brown|Reese Mishler|Price T. Morgan,Travis Cluff|Chris Lofing,87,7/10/15,247,5.0,2015,91999.9595200178,39251239.9294544
0.524315,10000000,3334927,By the Sea,Angelina Jolie|Brad Pitt|MÃ©lanie Laurent|Melvil Poupaud|Niels Arestrup,Angelina Jolie,122,11/12/15,82,5.4,2015,9199995.95200178,3068131.49002214
0.46209,9000000,21571189,Black or White,Kevin Costner|Jennifer Ehle|Gillian Jacobs|Octavia Spencer|Bill Burr,Mike Binder,121,1/30/15,72,6.7,2015,8279996.3568016,19845485.1479865
0.450872,13000000,1646788,I Saw the Light,Tom Hiddleston|Elizabeth Olsen|David Krumholtz|Bradley Whitford|Maddie Hasson,Marc Abraham,123,9/11/15,19,5.6,2015,11959994.7376023,1515044.29338051
0.435582,5000000,2333684,Jem and the Holograms,Aubrey Peeples|Stefanie Scott|Aurora Perrineau|Hayley Kiyoko|Barnaby Carpenter,Jon M. Chu,119,10/22/15,69,5.7,2015,4599997.97600089,2146988.33532513
0.424813,6000000,90777,Beasts of No Nation,Idris Elba|Opeyemi Fagbohungbe|Abraham Attah|Richard Pepple|Ama K. Abebrese,Cary Fukunaga,137,9/11/15,306,7.5,2015,5519997.57120106,83514.8032534865
0.414913,3000000,3387000,Demonic,Maria Bello|Frank Grillo|Cody Horn|Dustin Milligan|Megan Park,Will Canon,83,2/12/15,91,5.0,2015,2759998.78560053,3116038.628943
0.402236,447524,771317,The D Train,Jack Black|James Marsden|Kathryn Hahn|Jeffrey Tambor|Mike White,Andrew Mogel|Jarrad Paul,101,5/8/15,47,4.2,2015,411721.898842364,709611.327771015
0.365901,10000000,17472,Strangerland,Nicole Kidman|Joseph Fiennes|Hugo Weaving|Lisa Flanagan|Megan Alston,Kim Farrant,111,7/1/15,48,5.0,2015,9199995.95200178,16074.2329273375
0.336107,2000000,2801508,Captive,Kate Mara|David Oyelowo|Michael Kenneth Williams|Mimi Rogers|Leonor Varela,Jerry Jameson,97,9/17/15,55,5.7,2015,1839999.19040035,2577386.22595006
0.298751,5000000,4842699,90 Minutes in Heaven,Kate Bosworth|Hayden Christensen|Hudson Meek|Bobby Batson|Elizabeth Hunter,Michael Polish,121,9/11/15,24,5.7,2015,4599997.97600089,4455281.1196763
0.259794,600000,7087452,Grandma,Lily Tomlin|Julia Garner|Marcia Gay Harden|Judy Greer|Laverne Cox,Paul Weitz,78,6/4/15,81,5.6,2015,551999.757120106,6520452.97100069
0.731022,3000000,67790117,War Room,Priscilla C. Shirer|T.C. Stallings|Karen Abercrombie|Beth Moore|Michael Jr.,Alex Kendrick,120,8/28/15,57,6.9,2015,2759998.78560053,62366880.1985727
0.076109,13500000,187674,Stonewall,Jeremy Irvine|Jonny Beauchamp|Jonathan Rhys Meyers|Ron Perlman|Caleb Landry Jones,Roland Emmerich,129,9/18/15,14,5.6,2015,12419994.5352024,172660.004029598
24.949134,165000000,621752480,Interstellar,Matthew McConaughey|Jessica Chastain|Anne Hathaway|Michael Caine|Casey Affleck,Christopher Nolan,169,11/5/14,6498,8.0,2014,151980023.37729,572690645.122961
14.311205,170000000,773312399,Guardians of the Galaxy,Chris Pratt|Zoe Saldana|Dave Bautista|Vin Diesel|Bradley Cooper,James Gunn,121,7/30/14,5612,7.9,2014,156585478.631148,712291130.169508
12.971027,170000000,714766572,Captain America: The Winter Soldier,Chris Evans|Scarlett Johansson|Sebastian Stan|Samuel L. Jackson|Robert Redford,Joe Russo|Anthony Russo,136,3/20/14,3848,7.6,2014,156585478.631148,658365092.859794
11.422751,20000000,78739897,John Wick,Keanu Reeves|Michael Nyqvist|Alfie Allen|Willem Dafoe|Dean Winters,Chad Stahelski|David Leitch,101,10/22/14,2712,7.0,2014,18421821.0154291,72526614.4653665
10.739009,125000000,752100229,The Hunger Games: Mockingjay - Part 1,Jennifer Lawrence|Josh Hutcherson|Liam Hemsworth|Woody Harrelson|Donald Sutherland,Francis Lawrence,123,11/18/14,3590,6.6,2014,115136381.346432,692752790.215065
10.174599,250000000,955119788,The Hobbit: The Battle of the Five Armies,Martin Freeman|Ian McKellen|Richard Armitage|Ken Stott|Graham McTavish,Peter Jackson,144,12/10/14,3110,7.1,2014,230272762.692864,879752289.141534
8.691294,165000000,652105443,Big Hero 6,Scott Adsit|Ryan Potter|Daniel Henney|T.J. Miller|Jamie Chung,Don Hall|Chris Williams,102,10/24/14,4185,7.8,2014,151980023.37729,600648487.706658
8.110711,14000000,233555708,The Imitation Game,Benedict Cumberbatch|Keira Knightley|Matthew Goode|Rory Kinnear|Allen Leech,Morten Tyldum,113,11/14/14,3478,8.0,2014,12895274.7108004,215126072.495392
7.137273,34000000,348319861,The Maze Runner,Dylan O'Brien|Ki Hong Lee|Kaya Scodelario|Aml Ameen|Blake Cooper,Wes Ball,113,9/10/14,3425,7.0,2014,31317095.7262296,320834306.773058
6.90714799999999,18000000,103215094,Birdman,Michael Keaton|Zach Galifianakis|Edward Norton|Emma Stone|Naomi Watts,Alejandro GonzÃ¡lez IÃ±Ã¡rritu,119,10/17/14,2801,7.3,2014,16579638.9138862,95070499.387935
6.438727,61000000,369330363,Gone Girl,Ben Affleck|Rosamund Pike|Carrie Coon|Neil Patrick Harris|Tyler Perry,David Fincher,145,10/1/14,3720,7.9,2014,56186554.097059,340186892.137474
6.415818,68000000,211817906,Fury,Brad Pitt|Shia LaBeouf|Logan Lerman|Michael PeÃ±a|Jon Bernthal,David Ayer,135,10/15/14,2572,7.4,2014,62634191.4524592,195103577.60975
6.286692,127000000,349424282,Night at the Museum: Secret of the Tomb,Ben Stiller|Rami Malek|Rebel Wilson|Robin Williams|Owen Wilson,Shawn Levy,97,12/17/14,1111,6.1,2014,116978563.447975,321851579.072442
6.14502,85000000,288747895,Divergent,Shailene Woodley|Theo James|Kate Winslet|Miles Teller|Ray Stevenson,Neil Burger,139,3/14/14,3038,6.9,2014,78292739.315574,265963102.013597
6.052479,250000000,746000000,X-Men: Days of Future Past,Hugh Jackman|James McAvoy|Patrick Stewart|Michael Fassbender|Ian McKellen,Bryan Singer,131,5/15/14,4006,7.6,2014,230272762.692864,687133923.875509
5.947136,40000000,463360063,Lucy,Scarlett Johansson|Morgan Freeman|Choi Min-sik|Amr Waked|Julian Rhind-Tutt,Luc Besson,89,7/14/14,3699,6.3,2014,36843642.0308583,426796807.314199
5.787396,125000000,477200000,Teenage Mutant Ninja Turtles,Megan Fox|Will Arnett|William Fichtner|Alan Ritchson|Noel Fisher,Jonathan Liebesman,101,8/7/14,1836,5.8,2014,115136381.346432,439544649.42814
5.701683,40000000,126069509,Sex Tape,Cameron Diaz|Jason Segel|Rob Corddry|Ellie Kemper|Rob Lowe,Jake Kasdan,97,7/17/14,1150,5.3,2014,36843642.0308583,116121496.515052
5.522641,8500000,38697217,Nightcrawler,Jake Gyllenhaal|Rene Russo|Riz Ahmed|Bill Paxton|Kevin Rahm,Dan Gilroy,117,10/23/14,2087,7.6,2014,7829273.9315574,35643660.2684612
4.983782,210000000,245500000,Transformers: Age of Extinction,Mark Wahlberg|Stanley Tucci|Nicola Peltz|Jack Reynor|Li Bingbing,Michael Bay,165,6/25/14,2161,5.9,2014,193429120.662006,226127852.964393
4.93082,30000000,174600318,The Grand Budapest Hotel,Ralph Fiennes|Tony Revolori|F. Murray Abraham|Mathieu Amalric|Adrien Brody,Wes Anderson,99,2/26/14,2802,7.9,2014,27632731.5231437,160822790.371651
4.780419,3300000,13993093,Whiplash,Miles Teller|J.K. Simmons|Melissa Benoist|Austin Stowell|Jayson Blair,Damien Chazelle,105,10/10/14,2372,8.2,2014,3039600.46754581,12888912.7349127
4.452507,170000000,708200000,Dawn of the Planet of the Apes,Andy Serkis|Jason Clarke|Toby Kebbell|Keri Russell|Judy Greer,Matt Reeves,130,6/26/14,2625,7.4,2014,156585478.631148,652316682.156347
4.145209,55000000,192330738,The Equalizer,Denzel Washington|Marton Csokas|ChloÃ« Grace Moretz|David Harbour|Haley Bennett,Antoine Fuqua,132,9/24/14,2100,7.2,2014,50660007.7924302,177154121.56007
4.105685,42000000,106645357,Horrible Bosses 2,Jason Bateman|Jason Sudeikis|Charlie Day|Jennifer Aniston|Kevin Spacey,Sean Anders,108,11/26/14,1033,6.1,2014,38685824.1324013,98230083.9390274
4.101979,200000000,705717432,The Amazing Spider-Man 2,Andrew Garfield|Emma Stone|Jamie Foxx|Dane DeHaan|Colm Feore,Marc Webb,142,4/16/14,2813,6.6,2014,184218210.154291,650030010.988616
3.990452,178000000,370541256,Edge of Tomorrow,Tom Cruise|Emily Blunt|Brendan Gleeson|Bill Paxton|Jonas Armstrong,Doug Liman,113,5/27/14,3267,7.7,2014,163954207.037319,341302234.843216
3.989231,44000000,11305175,The Interview,James Franco|Seth Rogen|Lizzy Caplan|Randall Park|Diana Bang,Evan Goldberg|Seth Rogen,112,12/25/14,1657,6.1,2014,40528006.2339442,10413095.5199052
3.863074,58800000,542307423,American Sniper,Bradley Cooper|Sienna Miller|Kyle Gallner|Cole Konis|Ben Reed,Clint Eastwood,134,12/11/14,3004,7.5,2014,54160153.7853618,499514514.092232
3.81374,140000000,268031828,Exodus: Gods and Kings,Christian Bale|Joel Edgerton|John Turturro|Aaron Paul|Ben Mendelsohn,Ridley Scott,153,12/3/14,1377,5.6,2014,128952747.108004,246881718.092715
3.689601,160000000,529076069,Godzilla,Aaron Taylor-Johnson|Ken Watanabe|Elizabeth Olsen|Bryan Cranston|Juliette Binoche,Gareth Edwards,123,5/14/14,2169,6.2,2014,147374568.123433,487327232.333243
3.582315,180000000,758410378,Maleficent,Angelina Jolie|Elle Fanning|Juno Temple|Sharlto Copley|Isobelle Molloy,Robert Stromberg,97,5/28/14,2928,7.0,2014,165796389.138862,698565011.988
3.573028,15000000,32556119,The November Man,Pierce Brosnan|Luke Bracey|Olga Kurylenko|Bill Smitrovich|Amila Terzimehic,Roger Donaldson,108,8/27/14,481,6.0,2014,13816365.7615718,29987149.8587506
3.489314,5000000,102529779,Ouija,Olivia Cooke|Ana Coto|Daren Kagasoff|Bianca A. Santos|Douglas Smith,Stiles White,89,10/24/14,569,4.9,2014,4605455.25385729,94439261.8744755
3.489106,145000000,609123048,How to Train Your Dragon 2,Jay Baruchel|Gerard Butler|Kristen Wiig|Jonah Hill|Cate Blanchett,Dean DeBlois,102,6/12/14,2152,7.7,2014,133558202.361861,561057788.331434
3.393741,2000000,13500000,It Follows,Maika Monroe|Keir Gilchrist|Olivia Luccardi|Lili Sepe|Bailey Spry,David Robert Mitchell,100,8/27/14,1003,6.6,2014,1842182.10154291,12434729.1854147
3.34625,90000000,206172544,The Expendables 3,Sylvester Stallone|Jason Statham|Harrison Ford|Arnold Schwarzenegger|Mel Gibson,Patrick Hughes,127,8/4/14,1275,6.2,2014,82898194.5694313,189903685.193185
3.327799,60000000,469160692,The Lego Movie,Will Arnett|Elizabeth Banks|Craig Berry|Alison Brie|David Burrows,Phil Lord|Christopher Miller,100,2/6/14,2268,7.5,2014,55265463.0462875,432139714.774945
3.260581,95000000,114178613,Seventh Son,Jeff Bridges|Julianne Moore|Ben Barnes|Alicia Vikander|Kit Harington,Sergey Bodrov,102,12/12/14,675,5.1,2014,87503649.8232886,105168898.623797
3.170271,15000000,121201940,The Theory of Everything,Eddie Redmayne|Felicity Jones|Harry Lloyd|David Thewlis|Emily Watson,James Marsh,123,11/26/14,1960,7.8,2014,13816365.7615718,111638022.270139
3.14993,17000000,136621271,Let's Be Cops,Jake Johnson|Damon Wayans Jr.|Nina Dobrev|Rob Riggle|James D'Arcy,Luke Greenfield,104,8/13/14,912,6.4,2014,15658547.8631148,125840630.063122
3.028769,70000000,215529201,Dracula Untold,Luke Evans|Sarah Gadon|Dominic Cooper|Art Parkinson|Charles Dance,Gary Shore,92,10/1/14,1666,6.1,2014,64476373.5540021,198522018.221023
3.007018,132000000,373552094,Penguins of Madagascar,Tom McGrath|Chris Miller|Christopher Knights|Conrad Vernon|John Malkovich,Simon J. Smith|Eric Darnell,92,11/22/14,939,6.5,2014,121584018.701832,344075490.780339
2.996038,50000000,212902372,Into the Woods,Meryl Streep|Emily Blunt|James Corden|Anna Kendrick|Chris Pine,Rob Marshall,125,12/25/14,1095,5.6,2014,46054552.5385729,196102469.537216
2.979181,110000000,337580051,300: Rise of an Empire,Sullivan Stapleton|Eva Green|Lena Headey|Callan Mulvey|David Wenham,Noam Murro,102,3/5/14,1664,6.1,2014,101320015.58486,310941963.895073
2.881991,25000000,66980456,The Giver,Jeff Bridges|Meryl Streep|Brenton Thwaites|Odeya Rush|Alexander SkarsgÃ¥rd,Phillip Noyce,94,8/11/14,1151,6.3,2014,23027276.2692864,61695098.5981915
2.805019,50000000,188441614,22 Jump Street,Jonah Hill|Channing Tatum|Dave Franco|Ice Cube|Nick Offerman,Phil Lord|Christopher Miller,112,6/5/14,2416,7.0,2014,46054552.5385729,173571884.248329
2.777996,28000000,53181600,A Walk Among the Tombstones,Liam Neeson|Dan Stevens|David Harbour|Boyd Holbrook|Adam David Thompson,Scott Frank,113,9/18/14,823,6.2,2014,25790549.4216008,48985095.8257074
2.721864,55000000,259207227,Paddington,Nicole Kidman|Peter Capaldi|Ben Whishaw|Michael Gambon|Imelda Staunton,Paul King,95,11/27/14,606,7.1,2014,50660007.7924302,238753457.084986
2.692691,7000000,2360281,Cake,Jennifer Aniston|Anna Kendrick|William H. Macy|Adriana Barraza|Felicity Huffman,Daniel Barnz,102,9/7/14,255,6.1,2014,6447637.35540021,2174033.70640591
2.67235,11000000,45967935,Chef,Jon Favreau|John Leguizamo|Bobby Cannavale|Emjay Anthony|Scarlett Johansson,Jon Favreau,115,5/8/14,866,7.2,2014,10132001.558486,42340653.5509441
2.611251,9000000,108782847,The Purge: Anarchy,Frank Grillo|Carmen Ejogo|Zach Gilford|Kiele Sanchez|ZoÃ« Borde,James DeMonaco,104,7/17/14,1126,6.6,2014,8289819.45694313,100198906.84914
2.601775,16000000,19682924,Left Behind,Nicolas Cage|Chad Michael Murray|Lea Thompson|Nicky Whelan|Martin Klebba,Vic Armstrong,110,10/3/14,253,3.8,2014,14737456.8123433,18129765.1494147
2.595951,4000000,44349000,Boyhood,Ellar Coltrane|Patricia Arquette|Ethan Hawke|Elijah Smith|Lorelei Linklater,Richard Linklater,164,6/5/14,1343,7.6,2014,3684364.20308583,40849467.0106634
2.576396,20000000,12007070,A Most Violent Year,Oscar Isaac|Jessica Chastain|Albert Brooks|Elyes Gabel|David Oyelowo,J.C. Chandor,125,12/30/14,384,6.4,2014,18421821.0154291,11059604.7229864
2.549403,100000000,243400000,Hercules,Dwayne Johnson|Ian McShane|John Hurt|Rufus Sewell|Aksel Hennie,Brett Ratner,99,7/23/14,1215,5.6,2014,92109105.0771459,224193561.757773
2.526779,125000000,362637473,Noah,Russell Crowe|Jennifer Connelly|Emma Watson|Logan Lerman|Anthony Hopkins,Darren Aronofsky,139,3/20/14,1589,5.5,2014,115136381.346432,334022131.054676
2.523101,50000000,83719388,The Judge,Robert Downey Jr.|Robert Duvall|Vera Farmiga|Vincent D'Onofrio|Jeremy Strong,David Dobkin,141,10/8/14,974,7.2,2014,46054552.5385729,77113179.0628635
2.445165,40000000,123494610,Blended,Drew Barrymore|Adam Sandler|Wendi McLendon-Covey|Bella Thorne|Terry Crews,Frank Coraci,117,5/21/14,720,6.7,2014,36843642.0308583,113749780.089511
2.376309,18000000,268157400,Neighbors,Seth Rogen|Zac Efron|Rose Byrne|Dave Franco|Ike Barinholtz,Nicholas Stoller,96,5/8/14,1829,6.2,2014,16579638.9138862,246997381.338142
2.361267,11000000,78874843,If I Stay,ChloÃ« Grace Moretz|Jamie Blackley|Liana Liberato|Mireille Enos|Stacy Keach,R.J. Cutler,106,8/21/14,856,7.2,2014,10132001.558486,72650912.0183039
2.303556,45000000,86165646,Step Up All In,Ryan Guzman|Briana Evigan|Stephen Boss|Misha Gabriel|Izabella Miko,Trish Sie,112,7/16/14,421,6.7,2014,41449097.2847156,79366405.4145416
2.293859,12000000,305151265,The Fault in Our Stars,Shailene Woodley|Ansel Elgort|Nat Wolff|Laura Dern|Sam Trammell,Josh Boone,125,5/16/14,2389,7.8,2014,11053092.6092575,281072099.32309
2.165462,25000000,153997819,Ride Along,Ice Cube|Kevin Hart|John Leguizamo|Bruce McGill|Tika Sumpter,Tim Story,99,1/17/14,634,6.1,2014,23027276.2692864,141846012.919223
2.160156,20000000,11110975,Inherent Vice,Joaquin Phoenix|Josh Brolin|Owen Wilson|Katherine Waterston|Reese Witherspoon,Paul Thomas Anderson,148,12/25/14,552,6.3,2014,18421821.0154291,10234219.6378454
2.141491,60000000,50549107,Jack Ryan: Shadow Recruit,Chris Pine|Keira Knightley|Kevin Costner|Nonso Anozie|Gemma Chan,Kenneth Branagh,105,1/15/14,873,5.9,2014,55265463.0462875,46560330.0821889
2.136758,50000000,222809600,Non-Stop,Liam Neeson|Julianne Moore|Scoot McNairy|Michelle Dockery|Nate Parker,Jaume Collet-Serra,106,1/26/14,1648,6.8,2014,46054552.5385729,205227928.585968
2.116264,5500000,3000000,Predestination,Ethan Hawke|Sarah Snook|Noah Taylor|Christopher Kirby|Madeleine West,Michael Spierig|Peter Spierig,97,8/28/14,1136,7.2,2014,5066000.77924302,2763273.15231437
1.957672,12600000,18658381,The Drop,Tom Hardy|Noomi Rapace|James Gandolfini|Matthias Schoenaerts|John Ortiz,MichaÃ«l R. Roskam,106,9/12/14,583,6.6,2014,11605747.2397203,17186067.7609842
1.940735,120000000,239379423,RoboCop,Joel Kinnaman|Gary Oldman|Michael Keaton|Abbie Cornish|Jackie Earle Haley,JosÃ© Padilha,102,1/30/14,1709,5.7,2014,110530926.092575,220490244.264135
1.904422,100000000,103039258,Transcendence,Johnny Depp|Paul Bettany|Rebecca Hall|Kate Mara|Morgan Freeman,Wally Pfister,119,4/16/14,1555,5.9,2014,92109105.0771459,94908538.4219315
1.900038,40000000,196781193,The Other Woman,Cameron Diaz|Leslie Mann|Kate Upton|Don Johnson|Nikolaj Coster-Waldau,Nick Cassavetes,109,4/16/14,1056,6.2,2014,36843642.0308583,181253395.832431
1.894706,145000000,272912430,Mr. Peabody & Sherman,Ty Burrell|Max Charles|Ariel Winter|Allison Janney|Ellie Kemper,Rob Minkoff,92,2/7/14,592,6.8,2014,133558202.361861,251377196.917292
1.840817,65000000,39407616,Sin City: A Dame to Kill For,Mickey Rourke|Jessica Alba|Josh Brolin|Joseph Gordon-Levitt|Rosario Dawson,Frank Miller|Robert Rodriguez,102,8/20/14,857,6.2,2014,59870918.3001448,36298002.4298381
1.811692,103000000,500188435,Rio 2,Jesse Eisenberg|Anne Hathaway|Leslie Mann|Jamie Foxx|Andy GarcÃ­a,Carlos Saldanha,102,3/19/14,659,6.5,2014,94872378.2294603,460719091.177882
1.805954,40000000,169837010,Dumb and Dumber To,Jim Carrey|Jeff Daniels|Rachel Melvin|Kathleen Turner|Brady Bluhm,Bobby Farrelly|Peter Farrelly,110,11/12/14,790,5.5,2014,36843642.0308583,156435350.000782
1.779861,70000000,154984035,The Monuments Men,Matt Damon|Cate Blanchett|George Clooney|Bill Murray|John Goodman,George Clooney,118,1/24/14,1083,5.7,2014,64476373.5540021,142754407.65095
1.769987,65000000,163442937,Unbroken,Jack O'Connell|Domhnall Gleeson|Garrett Hedlund|Takamasa Ishihara|Finn Wittrock,Angelina Jolie,137,12/25/14,981,7.2,2014,59870918.3001448,150545826.582503
1.754707,20000000,66787908,Selma,David Oyelowo|Tom Wilkinson|Carmen Ejogo|AndrÃ© Holland|Omar J. Dorsey,Ava DuVernay,127,12/25/14,580,7.5,2014,18421821.0154291,61517744.3585475
1.737699,4900000,3494070,Mommy,Anne Dorval|Suzanne ClÃ©ment|Antoine-Olivier Pilon|Patrick Huard|Alexandre Goyette,Xavier Dolan,138,5/22/14,389,8.0,2014,4513346.14878015,3218356.60776903
